label,파종기,정식기,초장,생과중,성숙기..착색기.,개화기,착과형태,과폭,과장,천립중,주경장,엽장,엽폭,과실.속살의.두께,과실.심실의.수,절간장
3,328,602,74,NA,NA,610,2,NA,4.3,NA,NA,10.3,4.2,NA,NA,3.8
1,303,429,160,13.2,709,519,2,2.4,5.8,NA,NA,NA,NA,3,NA,NA
1,328,602,50,NA,NA,610,4,NA,7.2,NA,NA,8.7,6.9,NA,NA,3.7
1,303,429,100,79.6,717,519,1,5.5,8.4,NA,NA,NA,NA,6.1,NA,NA
1,303,429,130,71.7,807,602,2,5.9,5.4,NA,NA,NA,NA,4.9,NA,NA
1,303,429,110,23.5,716,519,2,3.3,6.7,NA,NA,NA,NA,4.1,NA,NA
1,303,429,140,115.4,804,602,2,5.7,15.7,NA,NA,NA,NA,4.8,NA,NA
1,303,429,80,220.9,804,602,2,9,10.2,NA,NA,NA,NA,7.7,NA,NA
1,303,429,100,74.3,716,523,1,6.4,3.7,NA,NA,NA,NA,11,NA,NA
1,303,429,40,7.5,721,513,1,1.6,6.4,NA,NA,NA,NA,1.9,NA,NA
1,303,429,100,64.3,709,513,2,5.2,14.1,NA,NA,NA,NA,3.6,NA,NA
1,303,429,160,4,716,602,2,1.2,7.3,NA,NA,NA,NA,1.1,NA,NA
1,312,429,125,42.3,715,520,2,4.5,10.1,NA,16.8,18.9,10.2,3.5,NA,8.5
1,303,429,160,3.7,804,526,2,0.8,10.3,NA,NA,NA,NA,0.9,NA,NA
1,302,418,100,NA,NA,523,2,NA,4,6.1,26,11.8,4.6,NA,NA,5.1
1,302,418,100,NA,NA,523,2,NA,4,6.1,26,11.8,4.6,NA,NA,5.1
1,303,429,170,13.2,628,516,2,3.3,6.5,NA,NA,NA,NA,1.9,NA,NA
1,303,508,NA,NA,NA,NA,1,2.4,5.3,NA,NA,7.7,7.6,2.4,2,NA
1,302,418,102,NA,NA,607,1,NA,3.6,4.8,29,16.8,8.3,NA,NA,5.7
1,302,418,102,NA,NA,607,1,NA,3.6,4.8,29,16.8,8.3,NA,NA,5.7
1,314,429,140,6.1,NA,602,1,1.7,4.7,5,29,9.8,5.1,2.5,NA,NA
1,303,429,160,9.4,804,602,1,2.1,5.6,NA,NA,NA,NA,2.4,NA,NA
3,306,508,NA,NA,NA,NA,2,3.1,11.1,NA,NA,15.2,6.2,2,3,NA
5,312,507,144,NA,NA,NA,2,NA,11.4,NA,NA,NA,NA,NA,NA,NA
4,303,429,130,21.7,709,516,2,2.5,9.6,NA,NA,NA,NA,2.3,NA,NA
1,303,429,160,3.8,804,613,1,1.1,6,NA,NA,NA,NA,1.5,NA,NA
2,303,429,140,19.7,721,519,2,3.5,6.7,NA,NA,NA,NA,3.1,NA,NA
1,303,429,160,31.5,721,519,2,3.8,8.7,NA,NA,NA,NA,2.4,NA,NA
1,312,429,96.7,69.6,705,527,2,4.7,15.7,NA,18,21.7,10.8,3.2,NA,6.9
2,303,429,110,11.9,825,519,2,3.1,5.2,NA,NA,NA,NA,2.4,NA,NA
2,303,429,160,1.5,825,626,1,0.8,4.2,NA,NA,NA,NA,0.9,NA,NA
1,303,429,160,10.8,721,519,2,1.8,9.4,NA,NA,NA,NA,2.5,NA,NA
4,303,429,160,8.7,716,519,2,1.9,9,NA,NA,NA,NA,1.6,NA,NA
1,303,429,150,2.3,804,605,1,0.8,6,NA,NA,NA,NA,1,NA,NA
1,303,429,150,9.8,707,523,1,2.4,4.1,NA,NA,NA,NA,2.6,NA,NA
1,303,429,100,163.8,804,529,2,8.9,7.1,NA,NA,NA,NA,7.1,NA,NA
1,312,429,80,NA,723,527,2,NA,NA,NA,16.2,20.7,12.3,NA,NA,9.5
1,303,429,150,35.6,717,520,2,2.9,16.4,NA,NA,NA,NA,3.1,NA,NA
1,303,429,60,108.2,721,528,2,7.1,9.1,NA,NA,NA,NA,4.4,NA,NA
1,303,429,110,108.5,721,529,2,6.6,9.8,NA,NA,NA,NA,5.4,NA,NA
1,303,429,120,27.4,802,528,3,5,3.5,NA,NA,NA,NA,3.8,NA,NA
1,303,429,120,15.6,716,520,2,2.1,14.5,NA,NA,NA,NA,2.1,NA,NA
1,303,429,120,28.5,702,523,2,2.9,15.7,NA,NA,NA,NA,3,NA,NA
1,312,429,100,52.5,702,514,2,3.4,21.2,NA,16.3,16.3,8.2,3.9,NA,9
1,303,429,130,12.9,716,523,2,1.6,14.2,NA,NA,NA,NA,2.3,NA,NA
1,312,429,102.3,15.5,705,520,2,1.5,16.8,NA,15,14.7,7.2,1.7,NA,6.4
1,303,429,100,36.4,702,523,2,3.4,10.4,NA,NA,NA,NA,2.8,NA,NA
1,312,429,94.3,47.9,702,520,2,3.8,11.1,NA,19,14.4,6,2.9,NA,8.2
1,303,429,90,2.7,729,602,1,0.9,6.4,NA,NA,NA,NA,1.7,NA,NA
1,303,429,100,7.5,716,520,2,1,15.1,NA,NA,NA,NA,2.2,NA,NA
1,312,429,89,13.5,705,513,2,1.1,22.3,NA,9.2,11.4,5.3,1.9,NA,6.1
1,303,429,120,17.2,707,519,4,2.2,12.7,NA,NA,NA,NA,3,NA,NA
1,303,429,100,50.8,717,529,2,4.6,9.8,NA,NA,NA,NA,4.5,NA,NA
1,312,429,113.3,90.5,NA,527,2,5.4,12.6,NA,21.2,27.7,13.7,5.1,NA,9
1,303,429,100,106,716,526,2,5.3,19,NA,NA,NA,NA,4.2,NA,NA
1,312,429,83.3,100.3,723,527,2,6,19.5,NA,17.2,19.8,10.2,4,NA,9.2
1,303,429,150,2.5,721,526,1,1.5,2.4,NA,NA,NA,NA,1.6,NA,NA
1,303,429,120,65,716,526,2,5.7,6.9,NA,NA,NA,NA,4.3,NA,NA
1,312,429,69.3,75.8,705,520,2,5.5,7,NA,12.2,15.6,7.8,3.6,NA,7.3
1,303,429,120,53.2,716,526,2,6.2,6.1,NA,NA,NA,NA,3.6,NA,NA
1,312,429,75,59.8,710,520,2,6.4,6.9,NA,11,16.5,9,3.2,NA,7.9
1,303,429,120,52.2,707,523,2,6.2,5.8,NA,NA,NA,NA,3.9,NA,NA
1,312,429,71,39.5,720,524,2,5.1,5,NA,14.7,18,8.4,2.7,NA,6.2
1,303,429,120,31.2,721,523,2,3.7,8.7,NA,NA,NA,NA,2.5,NA,NA
1,303,429,80,127.5,721,529,2,7.8,8.7,NA,NA,NA,NA,4.2,NA,NA
1,312,429,56,173.7,NA,527,2,7.7,8.5,NA,15.7,23.2,10.9,5.7,NA,5.3
1,303,429,90,170.4,725,526,3,8.2,8.4,NA,NA,NA,NA,7.2,NA,NA
1,312,429,78.3,136.5,NA,523,2,6.2,9.2,NA,16.5,20.8,10.3,6.4,NA,9.3
1,303,429,70,157.2,802,526,2,8.4,7.7,NA,NA,NA,NA,6.2,NA,NA
1,303,429,60,140.7,802,528,1,7.6,8.2,NA,NA,NA,NA,6.8,NA,NA
1,312,429,47.7,173.4,NA,527,2,7.9,8.9,NA,14.3,20.2,10,5.8,NA,7.3
1,303,429,70,138,721,527,2,8.5,6.9,NA,NA,NA,NA,6.1,NA,NA
1,312,429,51.7,165.4,NA,527,2,7.3,8.3,NA,13,26.1,12.8,6.7,NA,4.7
1,303,429,90,94.1,807,602,2,6.8,7,NA,NA,NA,NA,4.7,NA,NA
1,303,429,120,39.7,729,528,2,5.1,6.2,NA,NA,NA,NA,3.5,NA,NA
1,303,429,100,134.7,804,523,1,8.4,6.2,NA,NA,NA,NA,6.1,NA,NA
1,303,429,70,107.8,717,522,1,6.9,7.4,NA,NA,NA,NA,5.1,NA,NA
1,303,429,50,85.2,716,523,2,6.4,7.4,NA,NA,NA,NA,5.2,NA,NA
1,303,429,100,163.2,716,526,2,7.8,10.5,NA,NA,NA,NA,7.1,NA,NA
1,303,429,120,152.5,721,529,2,7.5,10.2,NA,NA,NA,NA,7.1,NA,NA
1,303,429,80,127.8,716,527,2,8,9.1,NA,NA,NA,NA,4.7,NA,NA
1,303,429,110,157.8,804,523,2,8.4,9.4,NA,NA,NA,NA,5.8,NA,NA
1,303,429,160,1.2,810,617,1,0.8,3,NA,NA,NA,NA,1.4,NA,NA
2,NA,NA,164,0.6,NA,NA,1,NA,3.1,4.5,79.2,NA,NA,1.08,NA,NA
1,312,429,158.3,NA,730,624,1,NA,NA,NA,68.7,30.8,13.3,NA,NA,9
1,303,429,140,12.5,628,516,2,2.1,7.7,NA,NA,NA,NA,2.5,NA,NA
1,303,429,150,34.3,807,516,3,3.2,12.9,NA,NA,NA,NA,2.5,NA,NA
1,319,427,161,14.1,NA,605,2,NA,8.9,7.6,26,12.4,6.4,NA,NA,11.5
1,303,429,80,59.3,702,516,2,4.1,11.3,NA,NA,NA,NA,3.4,NA,NA
1,319,427,77.3,41.9,NA,530,2,NA,10.5,6.4,17.3,17.4,7.7,NA,NA,8.9
1,312,429,83.3,85,702,513,2,4.3,16,NA,18.5,15.9,7.5,4.7,NA,6.1
1,303,429,90,28.3,705,520,1,3.4,9,NA,NA,NA,NA,2.3,NA,NA
1,319,427,66,12.9,NA,618,1,NA,8.1,6,15.3,17.9,9.3,NA,NA,7.5
2,303,429,200,3.5,818,616,1,1.9,2,NA,NA,NA,NA,1.7,NA,NA
2,303,429,100,133.6,722,523,2,7.9,7,NA,NA,NA,NA,6.4,NA,NA
2,303,429,100,16.7,707,507,2,2.6,10.2,NA,NA,NA,NA,1.9,NA,NA
2,303,429,150,16.7,802,530,2,2.5,9.4,NA,NA,NA,NA,1.5,NA,NA
99,303,429,140,14,727,526,2,1.4,16.2,NA,NA,NA,NA,1.6,NA,NA
1,303,429,140,8.5,716,529,2,1,17.6,NA,NA,NA,NA,1,NA,NA
1,303,429,100,73,710,523,2,4,17.8,NA,NA,NA,NA,2.9,NA,NA
1,303,429,80,28.3,703,526,3,2.6,14.7,NA,NA,NA,NA,1.9,NA,NA
1,303,429,140,11.4,716,523,2,2.2,9.1,NA,NA,NA,NA,1.3,NA,NA
1,303,429,190,10.6,716,526,2,2.2,10,NA,NA,NA,NA,1.6,NA,NA
1,303,429,120,2.6,722,605,1,0.9,4.9,NA,NA,NA,NA,0.9,NA,NA
2,303,429,110,14,705,513,3,2.3,10.1,NA,NA,NA,NA,1.1,NA,NA
1,303,429,120,4.7,722,602,1,1.2,7,NA,NA,NA,NA,1.2,NA,NA
1,303,429,140,1.6,722,605,1,0.8,4.2,NA,NA,NA,NA,0.7,NA,NA
1,303,429,80,8.4,722,529,1,2.6,3.2,NA,NA,NA,NA,2,NA,NA
1,303,429,80,4.4,710,516,2,2.1,1.9,NA,NA,NA,NA,1.5,NA,NA
1,303,429,100,119.3,804,526,2,81.7,5.8,NA,NA,NA,NA,5.5,NA,NA
1,312,429,81.7,145,NA,513,2,8.4,6.3,NA,11.7,15.8,9,6.7,NA,6.7
1,303,429,80,143,804,602,3,7.3,8.9,NA,NA,NA,NA,6.6,NA,NA
1,312,429,56,NA,NA,523,2,NA,NA,NA,11.7,21.3,10.8,NA,NA,7.5
1,303,429,90,173.4,722,526,2,85.4,81.9,NA,NA,NA,NA,5.5,NA,NA
1,312,429,71.7,159,720,520,2,7.3,9.9,NA,17.3,20.2,9.1,5.2,NA,6.7
3,303,429,100,169.7,727,526,2,9.1,6.8,NA,NA,NA,NA,6.3,NA,NA
1,312,429,78,104.7,725,520,2,7.4,6,NA,14.3,17.9,10.2,6.6,NA,7.7
1,303,429,100,149.7,722,528,2,8.7,8,NA,NA,NA,NA,4.8,NA,NA
1,312,429,70.7,117.9,705,520,2,7.2,7.5,NA,13.7,18.1,9.8,5.4,NA,7.3
1,303,429,110,103.1,716,523,2,77.8,5.8,NA,NA,NA,NA,5,NA,NA
1,312,429,72.3,170.6,725,520,2,9.2,6.7,NA,16,15.8,8.9,5.3,NA,7.3
1,303,429,90,67.2,727,602,2,60.1,54.3,NA,NA,NA,NA,4.1,NA,NA
1,312,429,67.3,128.3,725,523,2,7.3,6.9,NA,14,20.3,9.7,5.2,NA,7.2
1,303,429,100,91.6,722,526,2,7.8,53.8,NA,NA,NA,NA,5.5,NA,NA
1,312,429,76.3,111.8,725,515,2,7.5,6.4,NA,15,17,8.3,5.1,NA,6.7
1,303,429,80,192.8,722,528,2,91.8,8.2,NA,NA,NA,NA,5.9,NA,NA
1,312,429,67.3,133.9,725,523,2,7.7,8,NA,17.7,20,10.1,5.7,NA,8.8
1,303,429,90,190.5,722,602,2,9,74.3,NA,NA,NA,NA,7.2,NA,NA
1,312,429,63.7,121.2,725,527,2,8,6.7,NA,19.3,21.2,10.9,4.9,NA,7.5
1,303,429,90,197.1,716,528,2,9.5,72.7,NA,NA,NA,NA,6.2,NA,NA
1,312,429,74.7,191.6,710,520,2,8.2,8.5,NA,16.7,20.4,10.7,7.7,NA,7.2
1,303,429,140,93.9,722,528,2,4.8,17.5,NA,NA,NA,NA,3.7,NA,NA
1,303,429,100,79.7,722,528,2,49.9,110,NA,NA,NA,NA,4.4,NA,NA
1,303,429,90,1.2,722,605,1,1.1,1.2,NA,NA,NA,NA,1.2,NA,NA
1,303,429,100,10.2,702,519,2,20.3,73,NA,NA,NA,NA,1.6,NA,NA
1,303,429,90,13.2,705,523,1,3.2,5.7,NA,NA,NA,NA,1.2,NA,NA
1,303,429,60,50.2,802,526,1,5.8,64.6,NA,NA,NA,NA,3.1,NA,NA
1,303,429,15,2.6,716,519,1,17.5,15,NA,NA,NA,NA,2.9,NA,NA
1,303,429,100,22.3,710,526,2,27.1,12,NA,NA,NA,NA,2,NA,NA
1,303,429,70,67.4,718,528,1,52.2,8.6,NA,NA,NA,NA,4.1,NA,NA
1,303,429,120,22.2,712,602,1,2.3,146.1,NA,NA,NA,NA,1.5,NA,NA
1,303,429,70,18.3,804,529,2,4.4,3.2,NA,NA,NA,NA,2.7,NA,NA
1,303,429,90,13.6,716,530,2,1.8,10.8,NA,NA,NA,NA,1.7,NA,NA
1,303,429,100,29.1,710,523,2,2.9,99.2,NA,NA,NA,NA,2,NA,NA
1,312,429,132.3,7,723,527,2,1.2,10.5,NA,18.7,16.8,8.8,0.9,NA,10.8
1,312,429,136.7,12,715,520,2,1.8,10.7,NA,20.4,14,9,1.6,NA,8.3
1,312,429,131.7,13,723,527,2,1.8,10,NA,22.7,18.5,8,1.1,NA,8.3
1,312,429,113.3,66.8,712,522,2,3.8,18.9,NA,13.7,18,9.8,3.5,NA,13.8
1,312,429,126.7,85.3,710,520,2,3.2,27.3,NA,21.3,15.7,6.9,3,NA,9.3
1,312,429,103.3,58.1,702,520,2,3.7,18.3,NA,22,18,8,3.6,NA,8.8
1,312,429,88.7,12.8,710,520,2,1.7,15,NA,13,13.3,6.5,1.6,NA,7.8
4,306,508,175,5.1,823,618,2,1.6,4,NA,NA,NA,NA,1.8,NA,NA
1,421,603,NA,NA,NA,628,2,NA,4.6,NA,22.4,NA,NA,7,NA,NA
1,306,508,175,55,802,618,2,5,8.9,NA,NA,NA,NA,3.4,NA,NA
1,306,508,95,81.8,802,607,2,7.1,3.7,NA,NA,NA,NA,8.4,NA,NA
1,312,429,54,NA,725,527,2,NA,NA,NA,15,17.6,8.5,NA,NA,8
99,NA,NA,177.4,3.1,NA,NA,2,NA,7.3,4.6,38.8,NA,NA,0.83,NA,NA
1,312,429,56.7,103.8,NA,517,2,5.9,10,NA,13.3,19,8.7,5,NA,4.7
1,312,429,57.3,161.7,NA,512,2,5.6,10.6,NA,8.8,17.3,8.7,5.7,NA,6
1,312,429,61,160.8,725,521,2,8.3,6.9,NA,12.5,22.5,12.1,6.7,NA,7
1,312,429,55,178.2,715,520,3,8.1,6.6,NA,14.2,16.9,7.8,6.2,NA,5.5
1,312,429,64,315.1,725,518,2,11.1,8.7,NA,11.5,22.3,11,7.4,NA,7.3
1,312,429,52.7,234,725,520,3,9.2,8.3,NA,14,17.7,9.1,7.4,NA,5.3
1,312,429,58.7,176,NA,524,2,7.5,8.7,NA,15.3,18.7,9.6,8,NA,7.2
1,312,429,67.3,136.6,715,523,2,7.4,6.8,NA,14.3,19.5,10.6,5.2,NA,6.7
1,312,429,105,0.4,728,603,1,0.9,0.7,NA,26,11.3,3.7,0.7,NA,10.5
1,312,429,81.7,0.4,730,617,1,0.6,2.2,NA,30.3,17.7,9.7,0.5,NA,7.7
1,312,429,98.3,8.6,720,517,1,1.5,9.3,NA,12.7,12.4,7,1.6,NA,8
1,312,429,101.7,0.8,725,603,1,0.7,2.6,NA,18.3,18.8,9.3,0.4,NA,7.5
1,312,429,111.7,0.8,NA,613,1,0.8,3.3,NA,26.7,19.8,9.8,0.7,NA,8.3
1,321,510,81.7,41.78,725,617,2,3.64,13.16,NA,NA,NA,NA,NA,NA,NA
3,209,423,124.6,42,NA,NA,3,NA,14.5,6.2,21.2,NA,NA,2.29,NA,NA
2,209,423,119.6,38,NA,NA,3,NA,14.2,6.4,23.2,NA,NA,2.29,NA,NA
2,209,423,128.8,39,NA,NA,3,NA,15,6.2,24.2,NA,NA,2.14,NA,NA
2,209,423,78.8,27,NA,NA,3,NA,8.7,5.4,10.6,NA,NA,2.1,NA,NA
2,209,423,95,14.1,NA,NA,3,NA,14.4,5.7,12.3,NA,NA,2.1,NA,NA
2,209,423,79.4,24,NA,NA,3,NA,7,5.1,9,NA,NA,1.99,NA,NA
2,209,423,71.5,9.2,NA,NA,3,NA,9.1,6.3,11,NA,NA,1.87,NA,NA
4,209,423,123.8,51,NA,NA,3,NA,10.2,5.8,20,NA,NA,1.97,NA,NA
4,209,423,126.3,14.1,NA,NA,3,NA,12.8,6.4,20.5,NA,NA,2.44,NA,NA
4,209,423,125,14.9,NA,NA,3,NA,10.7,7.6,20.5,NA,NA,1.87,NA,NA
2,209,423,142.6,15,NA,NA,3,NA,9.1,5,28.2,NA,NA,1.07,NA,NA
1,209,423,97.8,119,NA,NA,3,NA,20.6,6.5,10.8,NA,NA,4.2,NA,NA
2,209,423,90.4,113,NA,NA,3,NA,17.4,6.3,7.8,NA,NA,3.99,NA,NA
2,209,423,144.2,18,NA,NA,3,NA,12.2,5.1,15,NA,NA,1.32,NA,NA
3,209,423,156.8,35,NA,NA,3,NA,12.2,6.6,22.6,NA,NA,1.91,NA,NA
2,209,423,138.6,24,NA,NA,3,NA,14,5.3,20.6,NA,NA,1.19,NA,NA
2,209,423,130,11.6,NA,NA,3,NA,16.8,5.9,19.3,NA,NA,2.15,NA,NA
2,209,423,150,19,NA,NA,3,NA,13.3,4.7,20,NA,NA,1.33,NA,NA
2,209,423,155,2.5,NA,NA,3,NA,7.9,4.4,20,NA,NA,1.45,NA,NA
2,209,423,157.8,17,NA,NA,3,NA,8.8,6.6,51.4,NA,NA,2.75,NA,NA
2,209,423,147.5,17.9,NA,NA,3,NA,13.8,6.8,19.3,NA,NA,2.67,NA,NA
4,209,423,146.3,30,NA,NA,1,NA,8.1,6,20,NA,NA,0.97,NA,NA
1,209,423,130,3.8,NA,NA,1,NA,5.5,5,27.2,NA,NA,1.78,NA,NA
2,209,423,145,21,NA,NA,3,NA,14.1,4.8,19.8,NA,NA,1.25,NA,NA
2,209,423,159,22,NA,NA,1,NA,8.8,6.1,30.2,NA,NA,1.35,NA,NA
2,209,423,145,4.2,NA,NA,2,NA,8.6,5.3,19.5,NA,NA,1.11,NA,NA
2,209,423,151.7,9.8,NA,NA,2,NA,11,5.8,20.3,NA,NA,2.43,NA,NA
2,209,423,123,22,NA,NA,3,NA,13.7,4.3,18.6,NA,NA,4.09,NA,NA
2,209,423,111.7,65.6,NA,NA,2,NA,10.6,5.7,15.3,NA,NA,4.55,NA,NA
1,209,423,157.4,6.5,NA,NA,3,NA,8.3,4.2,32.2,NA,NA,1.54,NA,NA
1,209,423,129.6,18.7,NA,NA,4,NA,15.9,5.7,15.4,NA,NA,1.69,NA,NA
3,209,423,119,6.3,NA,NA,3,NA,11.3,5.5,17.8,NA,NA,1.64,NA,NA
3,209,423,163.4,15.3,NA,NA,3,NA,13.7,4.6,26.6,NA,NA,2.32,NA,NA
3,209,423,123.6,8,NA,NA,3,NA,10.6,5.2,24.2,NA,NA,1.75,NA,NA
3,209,423,102,7.8,NA,NA,3,NA,12.4,5.5,21.4,NA,NA,1.58,NA,NA
3,209,423,117,6.7,NA,NA,3,NA,12.3,3.9,21.2,NA,NA,1.6,NA,NA
1,209,423,108,65.8,NA,NA,3,NA,19.3,8.5,14,NA,NA,4.09,NA,NA
1,209,423,145.8,29.9,NA,NA,3,NA,18.3,6.8,15.4,NA,NA,2.13,NA,NA
1,209,423,162.6,51.3,NA,NA,3,NA,22.2,10.1,13.6,NA,NA,2.91,NA,NA
3,209,423,115.8,51.5,NA,NA,3,NA,13.6,6.6,14.8,NA,NA,3.62,NA,NA
3,209,423,138.6,17.3,NA,NA,3,NA,12.6,6.7,18.2,NA,NA,2.44,NA,NA
1,209,423,194,15.3,NA,NA,3,NA,18,7.6,12,NA,NA,1.9,NA,NA
5,209,423,113.6,6.8,NA,NA,3,NA,11.2,6.6,14.8,NA,NA,2.62,NA,NA
5,209,423,155,1.6,NA,NA,3,NA,13.7,5.1,36,NA,NA,1.67,NA,NA
5,209,423,139,42.5,NA,NA,3,NA,20.2,7.9,13.4,NA,NA,4.28,NA,NA
1,209,423,111.4,12.9,NA,NA,3,NA,12.6,6.4,10.8,NA,NA,2.41,NA,NA
1,209,423,93,41.3,NA,NA,3,NA,18.7,6.6,7.6,NA,NA,3.39,NA,NA
1,209,423,86,35.2,NA,NA,3,NA,17.6,6.4,13.4,NA,NA,2.97,NA,NA
2,209,423,85,4,NA,NA,3,NA,9.4,5.3,15,NA,NA,1.41,NA,NA
1,209,423,127,10.3,NA,NA,3,NA,15.5,5.5,23.2,NA,NA,2.2,NA,NA
2,209,423,122,15.2,NA,NA,3,NA,16,6.6,19,NA,NA,2.57,NA,NA
2,209,423,120,6.4,NA,NA,3,NA,16.3,6.2,22,NA,NA,1.16,NA,NA
1,209,423,93,24.5,NA,NA,3,NA,19.2,7.4,12.2,NA,NA,2.35,NA,NA
2,209,423,87.4,7.3,NA,NA,3,NA,13.5,6.5,17.6,NA,NA,1.27,NA,NA
2,209,423,126,4.7,NA,NA,3,NA,12.2,5.7,14.2,NA,NA,1.24,NA,NA
2,209,423,112,2.9,NA,NA,3,NA,13.3,4.4,16.2,NA,NA,1.19,NA,NA
1,209,423,83,39.3,NA,NA,3,NA,18.5,6.6,8.2,NA,NA,3.22,NA,NA
1,209,423,128.6,2.6,NA,NA,3,NA,12.5,5,18.4,NA,NA,0.8,NA,NA
5,209,423,97.6,11.1,NA,NA,3,NA,13.7,5.6,16,NA,NA,2,NA,NA
1,209,423,96,5.8,NA,NA,3,NA,15.7,6.1,18.4,NA,NA,1.5,NA,NA
1,209,423,81,21.9,NA,NA,3,NA,17.3,7.2,13.8,NA,NA,2.75,NA,NA
1,209,423,101,3.1,NA,NA,3,NA,15.2,5.3,12.6,NA,NA,1.59,NA,NA
3,209,423,145,1.9,NA,NA,3,NA,8.3,5,18.2,NA,NA,1.43,NA,NA
2,209,423,143,20.6,NA,NA,3,NA,16.6,4.4,25.6,NA,NA,2.7,NA,NA
1,209,423,105.6,14.7,NA,NA,3,NA,17.3,5.1,15.4,NA,NA,2.13,NA,NA
2,209,423,84,4.9,NA,NA,3,NA,9.5,6.2,19.6,NA,NA,2.08,NA,NA
1,209,423,61.4,18.2,NA,NA,3,NA,17.5,6.2,12.8,NA,NA,2.26,NA,NA
2,209,423,114,11.3,NA,NA,3,NA,13.8,5.6,16.2,NA,NA,1.94,NA,NA
2,209,423,114,9.8,NA,NA,3,NA,13.7,6.9,18.4,NA,NA,2.12,NA,NA
3,209,423,51.6,33.5,NA,NA,3,NA,15.1,6.9,7.4,NA,NA,4.14,NA,NA
1,209,423,63,53.7,NA,NA,2,NA,6.5,7.1,10.8,NA,NA,5.4,NA,NA
2,402,514,45.6,147.4,801,615,2,188.6,191,NA,NA,NA,NA,NA,NA,NA
3,NA,NA,102,NA,NA,711,2,NA,2.3,NA,22,NA,NA,6.1,2,NA
3,306,508,175,15.6,830,627,2,3.4,2.3,NA,NA,NA,NA,6.6,NA,NA
3,402,514,55.3,18.8,730,612,2,39.2,27,NA,NA,NA,NA,NA,NA,NA
1,402,514,41.6,9.1,803,615,2,19.2,77.2,NA,NA,NA,NA,NA,NA,NA
3,402,514,48.6,6.3,808,620,2,26,40,NA,NA,NA,NA,NA,NA,NA
2,402,514,37,3.7,808,620,2,18.4,66,NA,NA,NA,NA,NA,NA,NA
1,402,514,59.6,1.2,817,630,1,9,38.6,NA,NA,NA,NA,NA,NA,NA
2,312,429,86.7,NA,NA,626,1,NA,NA,NA,38.7,21.8,7.8,NA,NA,9.1
1,402,514,70.6,2.9,817,628,3,13.8,47.4,NA,NA,NA,NA,NA,NA,NA
1,312,429,111.7,2.2,725,620,1,1.2,4.3,NA,40.3,22.7,12.8,0.6,NA,8
1,402,514,73.3,8.5,808,620,2,27.2,54,NA,NA,NA,NA,NA,NA,NA
1,312,429,91.7,NA,727,607,1,NA,NA,NA,29.3,10.8,3.6,NA,NA,7.3
3,306,508,175,40,725,531,2,4.7,6.1,NA,NA,NA,NA,3,NA,NA
2,402,514,54,57.4,718,601,2,165.8,182.2,NA,NA,NA,NA,NA,NA,NA
2,306,508,125,79.6,802,618,3,6.4,6.1,NA,NA,NA,NA,5.9,NA,NA
2,402,514,38.6,143.2,803,617,2,73.6,89,NA,NA,NA,NA,NA,NA,NA
1,402,514,55,26,722,605,2,46,40,NA,NA,NA,NA,NA,NA,NA
2,402,514,54.6,7.7,718,602,2,18.6,111.4,NA,NA,NA,NA,NA,NA,NA
1,402,514,56.6,8.8,731,610,2,19.4,89.8,NA,NA,NA,NA,NA,NA,NA
2,402,514,46,9.7,809,621,2,26,46.4,NA,NA,NA,NA,NA,NA,NA
1,402,514,75.6,0.3,814,625,1,6.2,20.8,NA,NA,NA,NA,NA,NA,NA
1,312,429,146.7,0.3,726,617,1,0.5,1.6,NA,44.3,20,10.3,0.2,NA,12.2
1,402,514,59,0.6,814,625,1,10,11.4,NA,NA,NA,NA,NA,NA,NA
1,312,429,118.3,0.5,726,610,1,0.8,1,NA,29.7,19.5,10.3,0.3,NA,7.3
1,102,317,76,NA,NA,414,1,NA,3.2,NA,NA,11.1,5.4,NA,NA,5
1,402,514,66.6,2.3,810,620,2,12,44.8,NA,NA,NA,NA,NA,NA,NA
1,312,429,125,2,730,620,1,1,3.3,NA,33.7,24.7,11.8,1,NA,9.2
1,102,317,71.3,NA,NA,428,1,NA,3.2,NA,NA,11.2,5.1,NA,NA,3.5
1,402,514,57.3,1.5,809,621,1,11.2,39.8,NA,NA,NA,NA,NA,NA,NA
1,312,429,110,NA,730,624,1,NA,NA,NA,44.3,23.2,10.9,NA,NA,7.5
3,102,317,80.6,NA,NA,414,2,NA,3.4,NA,NA,9.6,7,NA,NA,4.9
2,402,514,51.6,2.1,806,621,1,18.4,15,NA,NA,NA,NA,NA,NA,NA
1,312,429,140,1.3,NA,624,1,1.1,1.3,NA,37.3,18.2,9.4,0.9,NA,8.3
3,102,317,57.6,NA,NA,317,1,NA,2.8,NA,NA,6.9,5.2,NA,NA,2.8
1,314,429,100,0.6,NA,615,2,0.7,2.4,4.5,24,10,4.6,0.9,NA,NA
1,402,514,46.6,1,811,623,1,12.4,29.4,NA,NA,NA,NA,NA,NA,NA
1,312,429,101.7,NA,728,613,1,NA,NA,NA,31,23.3,11.9,NA,NA,9.8
4,224,430,64,NA,NA,630,2,NA,10.1,5.5,1.3,7.6,3.6,NA,NA,5.3
3,402,514,37.3,5.9,810,622,2,15.4,108.4,NA,NA,NA,NA,NA,NA,NA
1,402,514,61,2.1,814,625,1,15.4,39.4,NA,NA,NA,NA,NA,NA,NA
